College,Name,Jersey,Position,Class Year,Height,Weight,B/T,High School,Hometown,Season
Troy University,Cooper Smith,18,INF,Fr.,71,183,R/R,Saint Xavier HS,"Louisville, Ky.",2024
Troy University,Josh Dima,21,LHP,Jr.,74,196,L/L,Belleville Township HS,"Belleville, Ill.",2024
Troy University,Blake Sutton,22,C,Sr.,75,203,L/R,Louisville Eastern HS,"Louisville, Ky.",2024
Troy University,Michael Osmond,23,LHP,Sr.,73,211,L/L,Olentangy Liberty,"Powell, Ohio",2024
Troy University,Clete Hartzog,26,RHP,Sr.,73,183,R/R,Mosley HS,"Panama City, Fla.",2024
Troy University,Grayson Stewart,27,RHP,Jr.,71,204,R/R,Providence Christian School,"Dothan, Ala.",2024
Troy University,Matt Mercer,28,INF/RHP,Sr.,76,221,R/R,Petal High School,"Richton, Miss.",2024
Troy University,Dylan King,29,RHP,Jr.,76,207,R/R,Manheim Township HS,"Leola, Pa.",2024
Troy University,Connor Burt,30,LHP,Jr.,75,204,L/L,Gulf Breeze HS,"Lithia, Fla.",2024
Troy University,Mike Bello,31,OF,Jr.,74,206,L/L,Pope John XXIII,"Oak Ridge, N.J.",2024
Troy University,Parker Sessions,32,INF,Jr.,70,175,R/R,Enterprise HS,"Enterprise, Ala.",2024
Troy University,Sam Schmidt,33,RHP,Fr.,74,187,R/R,Hoover HS,"Hoover, Ala.",2024
Troy University,Noah Manning,34,RHP,Sr.,73,175,R/R,Minooka HS,"Minooka, Ill.",2024
Troy University,Jay Dill,35,RHP,Jr.,78,251,R/R,Baylor School,"Dayton, Tenn.",2024
Troy University,Peyton Watts,36,INF,Fr.,73,181,L/R,Oxford HS,"Oxford, Ala.",2024
Troy University,Trevor Bagwell,37,RHP,Fr.,77,159,R/R,Pike County HS,"Zebulon, Ga.",2024
Troy University,Zak Szabo,38,RHP,So.,75,222,R/R,Sinclair Secondary School,"Whitby, Ontario",2024
Troy University,Kristian Asbury,39,RHP,Sr.,76,193,R/R,Robinson Secondary,"Burke, Va.",2024
Troy University,Jacob Roettgen,40,LHP,Jr.,74,242,L/L,Jefferson City HS,"Jefferson City, Mo.",2024
Troy University,Luke Lyon,42,RHP,Jr.,74,239,R/R,Oak Grove HS,"Hattiesburg, Miss.",2024
Troy University,Ty Denton,43,C,Fr.,74,217,R/R,Hardin Valley Academy,"Knoxville, Tenn.",2024
Troy University,Garrett Gainous,44,RHP,R-Jr.,76,214,R/R,Cairo HS,"Cairo, Ga.",2024
Troy University,Colton Walls,45,RHP / INF,Fr.,76,243,L/R,Stanhope Elmore HS,"Millbrook, Ala.",2024
Troy University,Grady Gorgen,48,LHP,R-Jr.,75,187,L/L,Mineral Point HS,"Mineral Point, Wisc.",2024
Troy University,Beau Fletcher,49,RHP,R-Jr.,73,223,R/R,Hartselle HS,"Hartselle, Ala.",2024
Troy University,Jakob Wax,51,INF,Jr.,73,184,R/R,Catholic HS,"Prairieville, La.",2024
Troy University,Pavlos Piperakis,55,LHP,Fr.,73,180,L/L,Saint Thomas Aquinas HS,"Plantation, Fla.",2024
University of Louisiana at Lafayette,Ben Robichaux,1,IF,So.,68,170,L/R,Catholic,"Baton Rouge, La.",2024
University of Louisiana at Lafayette,"Bryan Broussard, Jr.",2,OF,Jr.,70,175,R/R,Holy Cross,"New Orleans, La.",2024
University of Louisiana at Lafayette,Josh Alexander,4,OF,Sr.,73,195,L/R,Assumption,"Napoleonville, La.",2024
University of Louisiana at Lafayette,Blake Marshall,5,LHP,Sr.,72,190,L/L,Fontainebleau,"Mandeville, La.",2024
University of Louisiana at Lafayette,David Christie,6,RHP,Sr.,77,225,R/R,St. Thomas More,"Lafayette, La.",2024
University of Louisiana at Lafayette,Colton Ryals,7,OF,Jr.,70,190,R/R,Blountstown,"Hosford, Fla.",2024
University of Louisiana at Lafayette,Lee Amedee,8,IF,So.,72,205,L/R,St. Amant,"Gonzales, La.",2024
University of Louisiana at Lafayette,Duncan Pastore,9,IF,Gr.,75,200,R/R,Wharton,"Tampa, Fla.",2024
University of Louisiana at Lafayette,John Taylor,10,IF,Sr.,72,200,L/R,Lakeridge,"Tigard, Ore.",2024
University of Louisiana at Lafayette,Connor Cuff,11,IF,Fr.,76,200,R/R,Carthage,"Carthage, Texas",2024
University of Louisiana at Lafayette,Caleb Stelly,12,OF,So.,73,190,R/R,Parkview Baptist School,"Baton Rouge, La.",2024
University of Louisiana at Lafayette,Jack Martinez,13,RHP,Jr.,76,220,R/R,Ray,"Corpus Christi, Texas",2024
University of Louisiana at Lafayette,Trey LaFleur,14,IF,Sr.,75,195,L/L,J.M. Tate,"Pensacola, Fla.",2024
University of Louisiana at Lafayette,Clayton Pourciau,15,C,Fr.,72,195,R/R,Catholic,"Livonia, La.",2024
University of Louisiana at Lafayette,Mason Zambo,16,IF,Jr.,75,215,L/R,Catholic,"Baton Rouge, La.",2024
University of Louisiana at Lafayette,Chase Morgan,18,LHP,Fr.,75,195,L/L,Cy Woods,"Cypress, Texas",2024
University of Louisiana at Lafayette,Dylan Theut,19,LHP,R-Jr.,71,185,R/L,Fulshear,"Fulshear, Texas",2024
University of Louisiana at Lafayette,Steven Cash,20,LHP,So.,73,180,L/L,Bibb County,"Centreville, Ala.",2024
University of Louisiana at Lafayette,Clay Wargo,21,C,Jr.,70,220,R/R,Huntingtown,"Huntingtown, Md.",2024
University of Louisiana at Lafayette,Zach Storbakken,22,IF,Sr.,73,205,R/R,Sussex Hamilton,"Sussex, Wis.",2024
University of Louisiana at Lafayette,Brendan Moody,23,RHP,Sr.,76,220,R/R,Iowa,"Iowa, La.",2024
University of Louisiana at Lafayette,Kyle DeBarge,24,IF,Jr.,69,175,R/R,Barbe,"Kinder, La.",2024
University of Louisiana at Lafayette,Patrick Vienne,25,RHP,Jr.,75,230,R/R,St. Mary's,"Natchitoches, La.",2024
University of Louisiana at Lafayette,Maddox Mandino,26,LHP/OF,Fr.,69,160,L/L,Glenbrook,"Minden, La.",2024
University of Louisiana at Lafayette,Matthew Holzhammer,27,RHP,Jr.,76,210,R/R,Wister,"Wister, Okla.",2024
University of Louisiana at Lafayette,Blake McGehee,29,RHP,R-So.,72,190,R/R,Tioga,"Alexandria, La.",2024
University of Louisiana at Lafayette,Jackson Halter,30,OF/C,Jr.,71,190,L/R,Texas,"Texarkana, Texas",2024
University of Louisiana at Lafayette,Carson Fluno,32,RHP,Sr.,74,190,R/R,Sun Prairie,"Sun Prairie, Wis.",2024
University of Louisiana at Lafayette,Conor Higgs,33,OF,Jr.,74,195,L/L,Texas City,"Texas City, Texas",2024
University of Louisiana at Lafayette,Luke Yuhasz,34,RHP/OF,So.,76,205,R/R,Sam Houston,"Moss Bluff, La.",2024
University of Louisiana at Lafayette,Phil Brennaman,38,RHP,Jr.,72,195,R/R,Oak Park,"Gladstone, Mo.",2024
University of Louisiana at Lafayette,Andrew Herrmann,39,LHP,Jr.,75,215,L/L,Campbell,"Kennesaw, Ga.",2024
University of Louisiana at Lafayette,JT Etheridge,40,RHP,Sr.,78,225,R/R,Sweet Water,"Sweet Water, Ala.",2024
University of Louisiana at Lafayette,Riley Marcotte,42,LHP,Fr.,74,180,L/L,Loreauville,"Loreauville, La.",2024
University of Louisiana at Lafayette,Drew Kirby,43,RHP,Fr.,78,190,R/R,Cy Woods,"Cypress, Texas",2024
University of Louisiana at Lafayette,LP Langevin,45,RHP,Jr.,74,225,R/R,Cardinal-Roy Secondary,"Quebec City, Quebec",2024
University of Louisiana at Lafayette,JR Tollett,46,RHP,Fr.,74,185,R/R,Ruston,"Ruston, La.",2024
University of Louisiana at Lafayette,Jose Torres,47,C,Jr.,68,195,R/R,Miami Christian School (Fla.),"San Miguelito, Panama",2024
University of Louisiana at Lafayette,Tate Hess,48,RHP,Fr.,74,220,R/R,Singer,"Singer, La.",2024
University of Louisiana at Lafayette,Murphy Brooks,53,RHP,R-Fr.,75,230,R/R,Bridgeland,"Cypress, Texas",2024
Rice University,Pierce Gallo,3,INF,Sr.,74,205,R-R,Walton,"Marietta, Georgia",2024
Rice University,Mauricio Rodriguez,4,RHP,Jr.,74,225,R-R,Calhoun CC,"Revere, Massachusetts",2024
Rice University,Brendan Cumming,5,OF,Gr.,72,200,N/A,Lamar,"Houston, Texas",2024
Rice University,Max Johnson,6,INF,Jr.,73,195,S-R,Mason,"Mason, Ohio",2024
Rice University,Nathan Becker,7,Inf.,Sr.,74,225,L-L,Jersey Village H.S.,"Jersey Village, Texas",2024
Rice University,Christian Salazar,8,OF,So.,70,190,R-R,Cy Ranch,"Houston, Texas",2024
Rice University,Trey Duffield,9,OF,So.,75,225,R-R,Strake Jesuit,"Houston, Texas",2024
Rice University,Ben Dukes,10,OF,Sr.,72,190,L-R,Memorial H.S.,"Houston, Texas",2024
Rice University,Jack Ben-Shoshan,12,RHP,Jr.,72,195,R-R,St. John's,"Houston, Texas",2024
Rice University,Reed Gallant,13,P,Sr.,73,200,R-R,Marcus H.S.,"Flower Mound, Texas",2024
Rice University,Paul Smith,14,RHP,So.,71,215,S-R,Episcopal,"Houston, Texas",2024
Rice University,Jack Riedel,15,INF,Sr.,73,190,N/A,Memorial,"Houston, Texas",2024
Rice University,Garrett Stratton,16,RHP,So.,74,200,R-R,Strake Jesuit,"Houston, Texas",2024
Rice University,Graiden West,17,INF,Jr.,75,195,R-R,Tompkins,"Katy, Texas",2024
Rice University,Ben Royo,18,INF,So.,74,195,R-R,Veterans,"Corpus Christi,Texas",2024
Rice University,Eric Correa,19,OF,Fr.,70,190,L-L,Montverde Academy,"Trujillo Alto, Puerto Rico",2024
Rice University,Treyton Rank,20,INF,Jr.,72,215,R-R,Buford/,"Buford, Georgia",2024
Rice University,Tobias Motley,21,INF,Fr.,74,195,R-R,Cy Ranch,"Houston, Texas",2024
Rice University,Jacob Devenny,24,OF,So.,71,200,L-R,Prosper,"Prosper, Texas",2024
Rice University,Ryland Urbanczyk,25,RHP,So.,73,215,R-R,College Station,"College Station, Texas",2024
Rice University,Parker Smith,26,P,Jr.,76,230,R-R,Bellaire,"Houston, Texas",2024
Rice University,Tyler Hamilton,27,RHP,Sr.,73,205,R-R,Parish Episcopal,"Dallas, Texas",2024
Rice University,Landon West,28,C,Fr.,75,215,R-R,Tompkins,"Katy, Texas",2024
Rice University,J.D. McCracken,29,LHP,Jr.,75,215,L-L,Tennessee,"Murfreesboro, Tennessee",2024
Rice University,Karl Ralamb,30,RHP,Fr.,76,225,R-R,Faith Lutheran,"Las Vegas, Nevada",2024
Rice University,Marco Fuentes,31,RHP,So.,73,205,R-R,Belen Jesuit,"Miami, Florida",2024
Rice University,Mark Perkins,32,P,Jr.,73,200,R-R,Stratford,"Houston, Texas",2024
Rice University,Aric Anderson,35,C,So.,72,200,L-R,Palo Verde,"Las Vegas, Nevada",2024
Rice University,Tom Vincent,36,P,R-Jr.,75,230,L-L,Memorial,"Houston, Texas",2024
Rice University,Davion Hickson,38,RHP,So.,74,205,R-R,IMG Academy,"Palmetto, Florida",2024
Rice University,Matthew Rheaume,39,RHP,R-So.,77,225,R-R,Memorial,"Houston, Texas",2024
Rice University,Jake Melvin,41,RHP,Fr.,76,205,R-R,Anderson,"Austin, Texas",2024
Rice University,Manny Garza,42,C,Jr.,71,205,S-R,Rio Grande City,"Rio Grande City , Texas",2024
Rice University,Jackson Mayo,44,LHP,So.,74,175,L-L,Memorial,"Houston, Texas",2024
Rice University,Tanner Fox,46,RHP,So.,76,230,N/A,Episcopal,"Houston, Texas",2024
Rice University,Tucker Alch,47,RHP,Gr.,77,215,R-R,St. Thomas,"Houston, Texas",2024
Rice University,Kyte McDonald,50,OF,Gr.,69,195,R-R,Antonian College Prep,"San Antonio, Texas",2024
Rice University,Robert Fernandez,53,RHP,Jr.,72,220,R-R,Belen Jesuit,"Miami, Florida",2024
Rice University,Caleb Williams,54,RHP,Fr.,74,210,R-R,Alexander Central,"Bethlehem, North Carolina",2024
Rice University,Jackson Blank,55,RHP,Fr.,74,205,R-R,West,"Magnolia, Texas",2024
University of Memphis,Will Marcy,1,OF/INF,Jr.,75,198,R/R,PRO5 Baseball Academy,"Raleigh, N.C.",2024
University of Memphis,Shane Cox,2,INF,R-So.,74,194,R/R,Munford HS,"Munford, Tenn.",2024
University of Memphis,Jacob Compton,3,INF/OF,Sr.,72,225,L/L,DeSoto Cenral HS,"Olive Branch, Miss.",2024
University of Memphis,Tyler Heckert,4,INF,Sr.,73,180,R/R,Sycamore HS,"Joelton, Tenn.",2024
University of Memphis,Jake Curtis,6,RHP/INF,Sr.,70,170,R/R,Chatham Glenwood HS,"Chatham, Ill.",2024
University of Memphis,Kylan Stepter,7,RHP,R-Jr.,73,195,R/R,Hernando HS,"Hernando, Miss.",2024
University of Memphis,Alex Fernandes,9,INF,Jr.,71,165,L/R,San Marcos HS,"San Marcos, Calif.",2024
University of Memphis,Glenn Green III,12,RHP,R-So.,74,220,R/R,Sandy Creek HS,"Tyrone, Ga.",2024
University of Memphis,Pierre Seals,13,OF,Jr.,72,210,R/R,Houston HS,"Memphis, Tenn.",2024
University of Memphis,Brayden Sanders,14,RHP,Jr.,70,205,L/R,Lewisburg HS,"Olive Branch, Miss.",2024
University of Memphis,Logan Rushing,15,LHP,R-So.,72,185,R/L,Brighton HS,"Brighton, Tenn.",2024
University of Memphis,Seth Cox,16,UTL,Jr.,77,210,R/R,McKinney HS,"McKinney, Texas",2024
University of Memphis,Seth Garner,18,RHP,So.,74,205,R/R,Hardin County HS,"Savannah, Tenn.",2024
University of Memphis,Daunte Stuart,20,INF,Sr.,71,180,R/R,The Woodlands HS,"The Woodlands, Texas",2024
University of Memphis,JT Durham,21,LHP,Sr.,72,205,L/L,Christian Brothers HS,"Memphis, Tenn.",2024
University of Memphis,Riley Davis,23,C,Sr.,73,198,R/R,Collierville HS,"Collierville, Tenn.",2024
University of Memphis,Jackson Lyons,24,RHP,Sr.,73,195,R/R,Christian Brothers HS,"Memphis, Tenn.",2024
University of Memphis,Cade Davis,25,RHP,R-So.,78,240,R/R,Ripley HS,"Ripley, Miss.",2024
University of Memphis,Austin Baskin,26,UTL,Sr.,71,210,R/R,Covington HS,"Covington, Tenn.",2024
University of Memphis,Luke Ellis,27,LHP,R-So.,73,185,L/L,St. Benedict at Auburndale,"Somerville, Tenn.",2024
University of Memphis,David Warren,28,RHP,Sr.,75,170,R/R,Providence Christian School,"Dothan, Ala.",2024
University of Memphis,Malik Harris,29,UTL,Fr.,77,235,R/R,Juan Diego Catholic HS,"Draper, Utah",2024
University of Memphis,Pierce Leavengood,30,INF,Sr.,75,220,L/L,Glacier Peak HS,"Snohomish, Wash.",2024
University of Memphis,Aaron Smigelski,31,OF/INF,Jr.,74,205,L/R,PRO5 Baseball Academy,"Clayton, N.C.",2024
University of Memphis,Kevin Okins,32,C/OF,R-Jr.,72,195,R/R,First Assembly Christian School,"Collierville, Tenn.",2024
University of Memphis,Brennan DuBose,34,C,Sr.,72,190,R/R,MLK Magnet School,"Nashville, Tenn.",2024
University of Memphis,Jonah Sutton,35,C,Jr.,69,205,R/R,Briarcrest Christian HS,"Collierville, Tenn.",2024
University of Memphis,Ryan Hunter,36,OF/LHP,Fr.,73,190,L/L,Archbishop McCarthy HS,"Miramar, Fla.",2024
University of Memphis,Ethan Vandament,37,RHP,R-So.,73,180,R/R,McCallum HS,"Austin, Texas",2024
University of Memphis,Brandon Chorzelewski,38,LHP,Jr.,72,175,L/L,Cherry Hill West,"Cherry Hill, N.J.",2024
University of Memphis,Caden Robinson,41,RHP,So.,72,175,R/R,New Albany HS,"New Albany, Ohio",2024
University of Memphis,CJ Willis,44,INF,R-Fr.,74,210,L/R,Bartlett HS,"Bartlett, Tenn.",2024
University of Memphis,Will Howell,45,RHP,Fr.,76,245,R/R,Pine Bluff HS,"Pine Bluff, Ark.",2024
University of Memphis,Danny DeSousa,46,INF,Jr.,73,195,L/R,Cambridge HS,"Milton, Ga.",2024
University of Memphis,Michael Bright,47,INF,Fr.,75,180,R/R,New Manchester HS,"Lithia Springs, Ga.",2024
University of Memphis,Waylon Sebren,48,RHP,Jr.,69,170,R/R,Puckett HS,"Puckett, Miss.",2024
University of Memphis,Jonah Posey,50,RHP,R-Jr.,75,205,R/R,Southaven HS,"Southaven, Miss.",2024
University of North Carolina at Charlotte,Carson Bayne,1,OF,Jr.,71,190,R/R,Sandalwood HS,"Jacksonville, Fla.",2024
University of North Carolina at Charlotte,Thad Ector,2,OF,Jr.,74,210,S/R,Stars Mill HS,"Tyrone, Ga.",2024
University of North Carolina at Charlotte,Dante DeFranco,3,INF,Sr.,69,170,R/R,Orange HS,"Hillsborough, N.C.",2024
University of North Carolina at Charlotte,Rene Lastres,6,C,Jr.,75,215,R/R,Calvary Christian Academy,"Hialeah Gardens, Fla.",2024
University of North Carolina at Charlotte,Noah Furcht,8,INF,Jr.,74,205,R/R,Esko HS,"Esko, Minn.",2024
University of North Carolina at Charlotte,Kaden Hopson,9,C,Sr.,74,230,L/R,Redlands HS,"Redlands, Calif.",2024
University of North Carolina at Charlotte,AJ Wilson,11,LHP,Gr.,75,225,L/L,East Surry HS,"Pilot Mountain, N.C.",2024
University of North Carolina at Charlotte,Chase Carson,12,LHP,Jr.,76,205,L/L,Shawnee Heights HS,"Topeka, Kan.",2024
University of North Carolina at Charlotte,Jacob Goolsby,13,INF,Jr.,75,230,L/R,Springville HS,"Springville, Ala.",2024
University of North Carolina at Charlotte,Wesley Jones,17,RHP,Fr.,76,225,R/R,Charlotte Christian,"Charlotte, N.C.",2024
University of North Carolina at Charlotte,Shane Taylor,18,INF,Sr.,71,180,L/R,Faith Lutheran HS,"Las Vegas, Nev.",2024
University of North Carolina at Charlotte,Brandon Stahlman,19,INF,Sr.,76,210,L/R,Saint Francis Borgia Regional HS,"Union, Mo.",2024
University of North Carolina at Charlotte,Adam Stanton,21,RHP,Jr.,75,225,R/R,Eagan HS,"Eagan, Minn.",2024
University of North Carolina at Charlotte,Juan Correa,22,1B,Jr.,77,220,R/R,West Broward HS,"Weston, Fla.",2024
University of North Carolina at Charlotte,Spencer Nolan,23,UTL,So.,77,190,R/R,Hoggard HS,"Wilmington, N.C.",2024
University of North Carolina at Charlotte,Trey Baker,25,RHP,R-Jr.,75,210,R/R,Blessed Trinity Catholic HS,"Roswell, Ga.",2024
University of North Carolina at Charlotte,Eli Duncan,27,C,Fr.,69,180,R/R,Saint Francis HS,"Palo Alto, Calif.",2024
University of North Carolina at Charlotte,Joseph Taylor,29,RHP,Fr.,71,180,R/R,Pro 5 Baseball Academy,"Apex, N.C.",2024
University of North Carolina at Charlotte,Ryan Degges,32,RHP/OF,Jr.,74,185,R/R,Christian Academy of Knoxville,"Knoxville, Tenn.",2024
University of North Carolina at Charlotte,Chase Pendley,33,INF,Jr.,72,195,R/R,Prosper HS,"Prosper, Texas",2024
University of North Carolina at Charlotte,Tanner Kaler,34,LHP,Fr.,73,185,L/L,Northwest Cabarrus HS,"Concord, N.C.",2024
University of North Carolina at Charlotte,Trevor Anibal,35,RHP,Sr.,71,200,R/R,Bedford HS,"Bedford, N.H.",2024
University of North Carolina at Charlotte,Anthony Casciola,36,RHP,R-Jr.,74,220,R/R,Weddington HS,"Charlotte, N.C.",2024
University of North Carolina at Charlotte,Cole Reynolds,37,LHP,Sr.,77,225,L/L,Caravel HS,"Clayton, Del.",2024
University of North Carolina at Charlotte,Reid Haire,38,OF/LHP,Fr.,72,190,L/L,Pro 5 Baseball Academy,"Hudson, N.C.",2024
University of North Carolina at Charlotte,AJ Bianchina,39,INF,Fr.,70,175,S/R,Pro 5 Baseball Academy,"Lafayette, Calif.",2024
University of North Carolina at Charlotte,Andrew Spolyar,40,LHP,Sr.,74,215,L/L,Timber Creek HS,"Orlando, Fla.",2024
University of North Carolina at Charlotte,Joel Sarver,41,RHP,R-Jr.,73,205,R/R,Champaign Central HS,"Champaign, Ill.",2024
University of North Carolina at Charlotte,Cameron Hansen,44,RHP,Sr.,77,225,R/R,Hendersonville HS,"Hendersonville, Tenn.",2024
University of North Carolina at Charlotte,AJ Pabst,46,RHP,Gr.,70,185,R/R,Argyle HS,"Argyle, Texas",2024
University of North Carolina at Charlotte,Owen Fuller,48,INF,R-Fr.,70,185,R/R,J Serra Catholic HS,"Ladera Ranch, Calif.",2024
University of North Carolina at Charlotte,Jorge DeCardenas,50,RHP,Jr.,74,200,R/R,William T. Dwyer HS,"Jupiter, Fla.",2024
University of North Carolina at Charlotte,Ryan Douglas,51,RHP,Gr.,73,215,R/R,Southeast Guilford HS,"Climax, N.C.",2024
University of North Carolina at Charlotte,Tony Rossi,52,RHP,R-Sr.,75,230,R/R,Lake Mary,"Lake Mary, Fla.",2024
University of North Carolina at Charlotte,Johnny Sutryk,55,OF,Fr.,73,205,R/R,IMG Academy,"Virginia Beach, Va.",2024
Oregon State University,Gavin Turley,1,OF,So.,73,185,R/R,Hamilton,"Chandler, Ariz.",2024
Oregon State University,Jabin Trosky,2,INF,R-So.,71,186,R/R,Carmel,"Carmel, Calif.",2024
Oregon State University,Elijah Hainline,3,INF,Jr.,70,181,R/R,Mead,"Spokane, Wash.",2024
Oregon State University,Dallas Macias,4,INF/OF,So.,71,196,S/R,Regis Jesuit,"Parker, Colo.",2024
Oregon State University,Easton Talt,6,C/OF,So.,70,181,L/R,Sunrise Mountain (AZ),"Everett, Wash.",2024
Oregon State University,Tanner Smith,8,C/INF,Jr.,72,204,R/R,Basha,"Chandler, Ariz.",2024
Oregon State University,Mason Guerra,9,INF,Jr.,75,208,R/R,Westview,"Beaverton, Ore.",2024
Oregon State University,Micah McDowell,12,OF,Sr.,73,195,L/R,Foothills Composite,"Halifax, Nova Scotia",2024
Oregon State University,Levi Jones,13,INF,Fr.,74,186,L/R,Jesuit,"Portland, Ore.",2024
Oregon State University,Evan Gustafson,14,C,Fr.,74,215,R/R,Altoona,"Eau Claire, Wis.",2024
Oregon State University,Brady Kasper,17,OF,Sr.,73,200,L/R,Capistrano Valley,"Mission Viejo, Calif.",2024
Oregon State University,Wilson Weber,18,C,Jr.,73,216,R/R,Sam Barlow,"Gresham, Ore.",2024
Oregon State University,AJ Lattery,19,RHP,Sr.,77,248,R/R,Prior Lake,"Prior Lake, Minn.",2024
Oregon State University,Kellan Oakes,20,RHP,So.,75,197,R/R,Canby,"Canby, Ore.",2024
Oregon State University,Jacob Krieg,22,INF,So.,77,240,R/R,Clayton Valley,"Antioch, Calif.",2024
Oregon State University,Canon Reeder,23,OF,So.,72,185,R/R,Summit,"Bend, Ore.",2024
Oregon State University,Aiden May,24,RHP,Jr.,74,196,R/R,Sandia,"Albuquerque, N.M.",2024
Oregon State University,Joey Mundt,25,RHP,R-Sr.,77,217,R/R,Central Catholic,"Hughson, Calif.",2024
Oregon State University,Noah Ferguson,26,RHP,R-Jr.,69,191,R/R,South Salem,"Salem, Ore.",2024
Oregon State University,Drew Talavs,27,RHP,Fr.,75,197,R/R,West Linn,"West Linn, Ore.",2024
Oregon State University,Dawson Santana,28,INF,Fr.,66,155,R/R,Lakeridge,"Lake Oswego, Ore.",2024
Oregon State University,Kyle Scott,30,RHP,Sr.,75,212,R/R,Mater Dei,"Seal Beach, Calif.",2024
Oregon State University,Matthew Morrell,31,RHP,Fr.,76,202,R/R,Cypress,"Placentia, Calif.",2024
Oregon State University,AJ Hutcheson,32,RHP,So.,71,190,L/R,Elk Grove,"Elk Grove, Calif.",2024
Oregon State University,Laif Palmer,33,RHP,Fr.,78,207,R/R,Golden,"Golden, Colo.",2024
Oregon State University,Ian Lawson,34,RHP,Sr.,79,246,R/R,Century,"Hillsboro, Ore.",2024
Oregon State University,Jacob Kmatz,35,RHP,Jr.,75,210,R/R,Sandia,"Albuquerque, N.M.",2024
Oregon State University,Nelson Keljo,36,LHP,So.,76,226,L/L,Jesuit,"Portland, Ore.",2024
Oregon State University,Travis Bazzana,37,INF,Jr.,72,199,L/R,Turramurra,"Sydney, Australia",2024
Oregon State University,Eric Segura,38,RHP,Fr.,74,193,R/R,Soledad,"Soledad, Calif.",2024
Oregon State University,Jaren Hunter,40,RHP,Sr.,74,230,R/R,Sam Barlow,"Damascus, Ore.",2024
Oregon State University,Chase Reynolds,41,RHP,Jr.,73,215,R/R,West Albany,"Albany, Ore.",2024
Oregon State University,Trent Caraway,44,INF,Fr.,74,202,R/R,JSerra Catholic,"Dana Point, Calif.",2024
Oregon State University,Anthony Marnell IV,47,C,Fr.,74,198,S/R,Bishop Gorman,"Las Vegas, Nev.",2024
Oregon State University,Tyler Mejia,48,LHP,So.,75,200,L/L,Mountain Vista,"Castle Rock, Colo.",2024
Oregon State University,Bridger Holmes,50,RHP,Jr.,76,218,R/R,North Bend,"North Bend, Ore.",2024
Oregon State University,Tephen Montgomery,51,RHP,So.,76,193,R/R,Bloomingdale,"Tampa, Fla.",2024
Oregon State University,Tyce Peterson,54,INF/OF,So.,70,194,R/R,Juanita,"Kirkland, Wash.",2024
Texas Tech University,Gage Harrelson,2,OF,So.,75,175,2nd Year,Houston County,"Warner Robins, Ga.",2024
Texas Tech University,Tracer Lopez,3,INF,So.,70,155,2nd Year,C.H. Yoe,"Rosebud, Texas",2024
Texas Tech University,Kevin Bazzell,4,C/INF,So.,73,205,3rd Year,Rockwall-Heath,"Rockwall, Texas",2024
Texas Tech University,TJ Pompey,5,INF,Fr.,76,200,1st Year,Coppell,"Coppell, Texas",2024
Texas Tech University,Garet Boehm,7,INF,Fr.,75,215,1st Year,Hutto,"Taylor, Texas",2024
Texas Tech University,Hudson Parker,8,C/RHP,Jr.,72,200,Third Year (1st Year at Tech),Rowlett,"Rowlett, Texas",2024
Texas Tech University,Davis Rivers,11,C/INF,Fr.,72,195,1st Year,Waller,"Waller, Texas",2024
Texas Tech University,Cade McGee,12,INF/RHP,Jr.,73,195,3rd Year (First at Tech),Salpointe Catholic,"Tucson, Ariz.",2024
Texas Tech University,Gavin Kash,13,INF,Jr.,75,210,3rd Year (2nd at Tech),Monsignor Kelly Catholic,"Sour Lake, Texas",2024
Texas Tech University,Travis Sanders,14,INF,R-Fr.,73,185,1st Year,Copperas,"Copperas Cove, Texas",2024
Texas Tech University,Will Burns,15,INF,So.,74,180,2nd Year,Trabuco Hills,"Mission Viejo, Calif.",2024
Texas Tech University,Landon Stripling,16,INF,Fr.,72,200,1st Year,Parkview,"Lawrenceville, Ga.",2024
Texas Tech University,Parker Hutyra,17,RHP,Fr.,76,195,1st Year,Birdville,"North Richland Hills, Texas",2024
Texas Tech University,Isaiah Rhodes,18,RHP,Sr.,74,173,5th Year (1st at Tech),McKinney North,"McKinney, Texas",2024
Texas Tech University,Joe Sockwell,19,RHP,Fr.,74,190,1st Year,Westlake,"Austin, Texas",2024
Texas Tech University,Austin Green,20,INF/OF,Sr.,72,195,4th Year (2nd at Tech),New Diana,"Diana, Texas",2024
Texas Tech University,Owen Washburn,25,OF/RHP,Jr.,73,200,3rd Year,Webster,"Webster, Wisc,",2024
Texas Tech University,Dylan Maxcey,26,C,So.,69,165,2nd Year,Friendswood HS,"Friendswood, Texas",2024
Texas Tech University,Taber Fast,28,LHP/UTL,So.,73,205,2nd Year,Olympia,"Chehalis, Wash.",2024
Texas Tech University,Carson Priebe,29,RHP,Fr.,77,225,1st Year,Wakeland,"Frisco, Texas",2024
Texas Tech University,Cole Kaase,30,RHP,Fr.,75,225,1st Year,Katy HS,"Katy, Texas",2024
Texas Tech University,Damian Bravo,31,UTL,So.,74,195,2nd Year,Haltom HS,"Haltom City, Texas",2024
Texas Tech University,Trendan Parish,32,RHP,Jr.,72,175,3rd Year,Southwest Christian,"Poolville, Texas",2024
Texas Tech University,Chandler Coe,33,RHP,Fr.,78,265,1st Year,Loomis Chaffee School,"Lakeside, Conn.",2024
